[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 54, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 48, 18, 14, 19, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 59, 7, 47, 43, 17, 35, 27, 25, 18, 18, 32, 28, 12, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[59, 46, 60, 44, 46, 15, 40, 8, 49, 2, 32, 23, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
[51, 46, 60, 44, 46, 18, 14, 8, 49, 2, 32, 13, 21, 52, 29, 47, 35, 41, 60, 15, 51, 51, 35, 43, 14, 36, 33, 6, 38, 13, 7, 47, 43, 17, 35, 27, 25, 18, 18, 20, 28, 48, 4, 16, 59, 5, 55, 48, 25, 53, 7, 16, 45, 30, 32, 10, 6, 25, 47, 55, 23, 31, 34, 50]
